id,new_cases,new_deaths
252,64.59306,1.4817611
253,64.591446,1.4859573
254,64.59039,1.4872786
255,64.58999,1.4876934
256,64.58984,1.4878227
257,64.5898,1.4878637
258,64.58979,1.4878765
259,64.58978,1.4878808
260,64.58978,1.4878823
261,64.58978,1.4878827
262,64.58978,1.4878827
263,64.58978,1.4878827
264,64.58978,1.4878827
265,64.58978,1.4878827
266,64.58978,1.4878827
267,64.58978,1.4878827
268,64.58978,1.4878827
269,64.58978,1.4878827
270,64.58978,1.4878827
271,64.58978,1.4878827
272,64.58978,1.4878827
273,64.58978,1.4878827
274,64.58978,1.4878827
275,64.58978,1.4878827
276,64.58978,1.4878827
277,64.58978,1.4878827
278,64.58978,1.4878827
279,0.6721279,0.0
280,0.43778434,0.0
281,0.5204309,0.0
282,0.49160203,0.0
283,0.5016824,0.0
284,0.4981612,0.0
285,0.49939162,0.0
286,0.49896172,0.0
287,0.49911192,0.0
288,0.49905944,0.0
289,0.4990778,0.0
290,0.49907136,0.0
291,0.49907362,0.0
292,0.49907282,0.0
293,0.49907312,0.0
294,0.49907297,0.0
295,0.49907306,0.0
296,0.49907303,0.0
297,0.49907306,0.0
298,0.49907303,0.0
299,0.49907306,0.0
300,0.49907303,0.0
301,0.49907306,0.0
302,0.49907303,0.0
303,0.49907306,0.0
304,0.49907303,0.0
305,0.49907306,0.0
306,0.49907303,0.0
307,0.49907306,0.0
308,0.49907303,0.0
309,0.49907306,0.0
310,11.822567,1.2779851
311,12.377339,1.3398443
312,12.447353,1.3476512
313,12.45619,1.3486365
314,12.457305,1.3487608
315,12.457445,1.3487765
316,12.457463,1.3487785
317,12.457465,1.3487787
318,12.457465,1.3487787
319,12.457465,1.3487787
320,12.457465,1.3487787
321,12.457465,1.3487787
322,12.457465,1.3487787
323,12.457465,1.3487787
324,12.457465,1.3487787
325,12.457465,1.3487787
326,12.457465,1.3487787
327,12.457465,1.3487787
328,12.457465,1.3487787
329,12.457465,1.3487787
330,12.457465,1.3487787
331,12.457465,1.3487787
332,12.457465,1.3487787
333,12.457465,1.3487787
334,12.457465,1.3487787
335,12.457465,1.3487787
336,12.457465,1.3487787
337,12.457465,1.3487787
338,12.457465,1.3487787
339,12.457465,1.3487787
340,12.457465,1.3487787
341,55.78612,6.1800904
342,56.860714,6.2999115
343,56.99633,6.315033
344,57.013447,6.3169417
345,57.015602,6.317182
346,57.01588,6.317213
347,57.015915,6.317217
348,57.01592,6.3172174
349,57.01592,6.3172174
350,57.01592,6.3172174
351,57.01592,6.3172174
352,57.01592,6.3172174
353,57.01592,6.3172174
354,57.01592,6.3172174
355,57.01592,6.3172174
356,57.01592,6.3172174
357,57.01592,6.3172174
358,57.01592,6.3172174
359,57.01592,6.3172174
360,57.01592,6.3172174
361,57.01592,6.3172174
362,57.01592,6.3172174
363,57.01592,6.3172174
364,57.01592,6.3172174
365,57.01592,6.3172174
366,57.01592,6.3172174
367,57.01592,6.3172174
368,57.01592,6.3172174
369,57.01592,6.3172174
370,57.01592,6.3172174
371,57.01592,6.3172174
372,34.08133,0.77390677
373,32.054867,0.6816886
374,31.791718,0.64976984
375,31.76147,0.6393371
376,31.759327,0.6360057
377,31.759687,0.63495237
378,31.759945,0.6346207
379,31.760046,0.6345163
380,31.76008,0.6344834
381,31.76009,0.63447315
382,31.760092,0.63446957
383,31.760092,0.6344686
384,31.760092,0.6344684
385,31.760092,0.6344684
386,31.760092,0.6344684
387,31.760092,0.6344684
388,31.760092,0.6344684
389,31.760092,0.6344684
390,31.760092,0.6344684
391,31.760092,0.6344684
392,31.760092,0.6344684
393,31.760092,0.6344684
394,31.760092,0.6344684
395,31.760092,0.6344684
396,31.760092,0.6344684
397,31.760092,0.6344684
398,31.760092,0.6344684
399,31.760092,0.6344684
400,31.760092,0.6344684
401,31.760092,0.6344684
402,31.760092,0.6344684
403,1.2080669,0.12140815
404,1.3601985,0.14131285
405,1.379072,0.1437715
406,1.3814158,0.1440722
407,1.3817074,0.14410941
408,1.3817437,0.14411403
409,1.3817482,0.14411461
410,1.3817487,0.1441147
411,1.3817489,0.1441147
412,1.3817489,0.1441147
413,1.3817489,0.1441147
414,1.3817489,0.1441147
415,1.3817489,0.1441147
416,1.3817489,0.1441147
417,1.3817489,0.1441147
418,1.3817489,0.1441147
419,1.3817489,0.1441147
420,1.3817489,0.1441147
421,1.3817489,0.1441147
422,1.3817489,0.1441147
423,1.3817489,0.1441147
424,1.3817489,0.1441147
425,1.3817489,0.1441147
426,1.3817489,0.1441147
427,1.3817489,0.1441147
428,1.3817489,0.1441147
429,1.3817489,0.1441147
430,1.3817489,0.1441147
431,1.3817489,0.1441147
432,1.3817489,0.1441147
433,1.3817489,0.1441147
434,125.606514,0.0
435,127.773,0.0
436,128.07375,0.0
437,128.11548,0.0
438,128.12129,0.0
439,128.12209,0.0
440,128.12221,0.0
441,128.12222,0.0
442,128.12222,0.0
443,128.12222,0.0
444,128.12222,0.0
445,128.12222,0.0
446,128.12222,0.0
447,128.12222,0.0
448,128.12222,0.0
449,128.12222,0.0
450,128.12222,0.0
451,128.12222,0.0
452,128.12222,0.0
453,128.12222,0.0
454,128.12222,0.0
455,128.12222,0.0
456,128.12222,0.0
457,128.12222,0.0
458,128.12222,0.0
459,128.12222,0.0
460,128.12222,0.0
461,128.12222,0.0
462,128.12222,0.0
463,128.12222,0.0
464,128.12222,0.0
465,458.58942,8.286858
466,433.21097,8.121338
467,429.72055,8.033539
468,429.25333,8.0009575
469,429.1949,7.990036
470,429.1889,7.986511
471,429.1888,7.9853897
472,429.18896,7.985035
473,429.1891,7.9849243
474,429.18918,7.9848976
475,429.18918,7.984886
476,429.18918,7.984886
477,429.18918,7.984886
478,429.18918,7.984886
479,429.18918,7.984886
480,429.18918,7.984886
481,429.18918,7.984886
482,429.18918,7.984886
483,429.18918,7.984886
484,429.18918,7.984886
485,429.18918,7.984886
486,429.18918,7.984886
487,429.18918,7.984886
488,429.18918,7.984886
489,429.18918,7.984886
490,429.18918,7.984886
491,429.18918,7.984886
492,429.18918,7.984886
493,429.18918,7.984886
494,429.18918,7.984886
495,429.18918,7.984886
496,0.4877675,0.033913244
497,0.6390705,0.0
498,0.6657282,0.0
499,0.6694042,0.0
500,0.66991115,0.0
501,0.66998106,0.0
502,0.66999066,0.0
503,0.669992,0.0
504,0.66999215,0.0
505,0.6699922,0.0
506,0.6699922,0.0
507,0.6699922,0.0
508,0.6699922,0.0
509,0.6699922,0.0
510,0.6699922,0.0
511,0.6699922,0.0
512,0.6699922,0.0
513,0.6699922,0.0
514,0.6699922,0.0
515,0.6699922,0.0
516,0.6699922,0.0
517,0.6699922,0.0
518,0.6699922,0.0
519,0.6699922,0.0
520,0.6699922,0.0
521,0.6699922,0.0
522,0.6699922,0.0
523,0.6699922,0.0
524,0.6699922,0.0
525,0.6699922,0.0
526,0.6699922,0.0
527,817.08856,6.0112762
528,795.24603,6.111328
529,792.1942,6.112236
530,791.7704,6.108246
531,791.7123,6.1063766
532,791.7046,6.105713
533,791.70374,6.1054993
534,791.7036,6.105423
535,791.7036,6.1054
536,791.7036,6.1053925
537,791.7037,6.1053925
538,791.7037,6.1053925
539,791.7037,6.1053925
540,791.7037,6.1053925
541,791.7037,6.1053925
542,791.7037,6.1053925
543,791.7037,6.1053925
544,791.7037,6.1053925
545,791.7037,6.1053925
546,791.7037,6.1053925
547,791.7037,6.1053925
548,791.7037,6.1053925
549,791.7037,6.1053925
550,791.7037,6.1053925
551,791.7037,6.1053925
552,791.7037,6.1053925
553,791.7037,6.1053925
554,791.7037,6.1053925
555,791.7037,6.1053925
556,791.7037,6.1053925
557,791.7037,6.1053925
558,734.5676,81.86684
559,768.04156,85.599304
560,772.26605,86.07035
561,772.7992,86.1298
562,772.8665,86.13731
563,772.875,86.13825
564,772.8761,86.138374
565,772.8762,86.13839
566,772.8763,86.13839
567,772.8763,86.13839
568,772.8763,86.13839
569,772.8763,86.13839
570,772.8763,86.13839
571,772.8763,86.13839
572,772.8763,86.13839
573,772.8763,86.13839
574,772.8763,86.13839
575,772.8763,86.13839
576,772.8763,86.13839
577,772.8763,86.13839
578,772.8763,86.13839
579,772.8763,86.13839
580,772.8763,86.13839
581,772.8763,86.13839
582,772.8763,86.13839
583,772.8763,86.13839
584,772.8763,86.13839
585,772.8763,86.13839
586,772.8763,86.13839
587,772.8763,86.13839
588,772.8763,86.13839
589,0.6721279,0.0
590,0.43778434,0.0
591,0.5204309,0.0
592,0.49160203,0.0
593,0.5016824,0.0
594,0.4981612,0.0
595,0.49939162,0.0
596,0.49896172,0.0
597,0.49911192,0.0
598,0.49905944,0.0
599,0.4990778,0.0
600,0.49907136,0.0
601,0.49907362,0.0
602,0.49907282,0.0
603,0.49907312,0.0
604,0.49907297,0.0
605,0.49907306,0.0
606,0.49907303,0.0
607,0.49907306,0.0
608,0.49907303,0.0
609,0.49907306,0.0
610,0.49907303,0.0
611,0.49907306,0.0
612,0.49907303,0.0
613,0.49907306,0.0
614,0.49907303,0.0
615,0.49907306,0.0
616,0.49907303,0.0
617,0.49907306,0.0
618,0.49907303,0.0
619,0.49907306,0.0
620,1.8986678,0.19918048
621,1.5896397,0.029493552
622,1.5812652,0.0
623,1.5862958,0.0
624,1.586997,0.0
625,1.5870948,0.0
626,1.5871081,0.0
627,1.5871103,0.0
628,1.5871103,0.0
629,1.5871103,0.0
630,1.5871103,0.0
631,1.5871103,0.0
632,1.5871103,0.0
633,1.5871103,0.0
634,1.5871103,0.0
635,1.5871103,0.0
636,1.5871103,0.0
637,1.5871103,0.0
638,1.5871103,0.0
639,1.5871103,0.0
640,1.5871103,0.0
641,1.5871103,0.0
642,1.5871103,0.0
643,1.5871103,0.0
644,1.5871103,0.0
645,1.5871103,0.0
646,1.5871103,0.0
647,1.5871103,0.0
648,1.5871103,0.0
649,1.5871103,0.0
650,1.5871103,0.0
651,1.5567868,0.16443281
652,1.6212502,0.1699983
653,1.6295176,0.17084527
654,1.6305709,0.1709495
655,1.6307054,0.17096291
656,1.6307225,0.17096461
657,1.6307247,0.17096482
658,1.6307249,0.17096487
659,1.6307249,0.17096487
660,1.6307249,0.17096487
661,1.6307249,0.17096487
662,1.6307249,0.17096487
663,1.6307249,0.17096487
664,1.6307249,0.17096487
665,1.6307249,0.17096487
666,1.6307249,0.17096487
667,1.6307249,0.17096487
668,1.6307249,0.17096487
669,1.6307249,0.17096487
670,1.6307249,0.17096487
671,1.6307249,0.17096487
672,1.6307249,0.17096487
673,1.6307249,0.17096487
674,1.6307249,0.17096487
675,1.6307249,0.17096487
676,1.6307249,0.17096487
677,1.6307249,0.17096487
678,1.6307249,0.17096487
679,1.6307249,0.17096487
680,1.6307249,0.17096487
681,1.6307249,0.17096487
682,0.6721279,0.0
683,0.43778434,0.0
684,0.5204309,0.0
685,0.49160203,0.0
686,0.5016824,0.0
687,0.4981612,0.0
688,0.49939162,0.0
689,0.49896172,0.0
690,0.49911192,0.0
691,0.49905944,0.0
692,0.4990778,0.0
693,0.49907136,0.0
694,0.49907362,0.0
695,0.49907282,0.0
696,0.49907312,0.0
697,0.49907297,0.0
698,0.49907306,0.0
699,0.49907303,0.0
700,0.49907306,0.0
701,0.49907303,0.0
702,0.49907306,0.0
703,0.49907303,0.0
704,0.49907306,0.0
705,0.49907303,0.0
706,0.49907306,0.0
707,0.49907303,0.0
708,0.49907306,0.0
709,0.49907303,0.0
710,0.49907306,0.0
711,0.49907303,0.0
712,0.49907306,0.0
713,58.347164,4.0883946
714,58.516766,4.1181545
715,58.534454,4.127776
716,58.535023,4.1308355
717,58.53449,4.1318
718,58.534225,4.132103
719,58.53413,4.1321983
720,58.534103,4.132229
721,58.534084,4.1322374
722,58.534084,4.1322403
723,58.534084,4.1322417
724,58.534084,4.132242
725,58.534084,4.132242
726,58.534084,4.132242
727,58.534084,4.132242
728,58.534084,4.132242
729,58.534084,4.132242
730,58.534084,4.132242
731,58.534084,4.132242
732,58.534084,4.132242
733,58.534084,4.132242
734,58.534084,4.132242
735,58.534084,4.132242
736,58.534084,4.132242
737,58.534084,4.132242
738,58.534084,4.132242
739,58.534084,4.132242
740,58.534084,4.132242
741,58.534084,4.132242
742,58.534084,4.132242
743,58.534084,4.132242
744,0.6721279,0.0
745,0.43778434,0.0
746,0.5204309,0.0
747,0.49160203,0.0
748,0.5016824,0.0
749,0.4981612,0.0
750,0.49939162,0.0
751,0.49896172,0.0
752,0.49911192,0.0
753,0.49905944,0.0
754,0.4990778,0.0
755,0.49907136,0.0
756,0.49907362,0.0
757,0.49907282,0.0
758,0.49907312,0.0
759,0.49907297,0.0
760,0.49907306,0.0
761,0.49907303,0.0
762,0.49907306,0.0
763,0.49907303,0.0
764,0.49907306,0.0
765,0.49907303,0.0
766,0.49907306,0.0
767,0.49907303,0.0
768,0.49907306,0.0
769,0.49907303,0.0
770,0.49907306,0.0
771,0.49907303,0.0
772,0.49907306,0.0
773,0.49907303,0.0
774,0.49907306,0.0
775,29.481834,1.6617887
776,33.247196,2.227098
777,33.658573,2.4106164
778,33.67954,2.4690547
779,33.670937,2.4875088
780,33.666115,2.4933152
781,33.6643,2.4951391
782,33.663685,2.495711
783,33.663486,2.4958906
784,33.66343,2.4959474
785,33.663406,2.495965
786,33.663403,2.4959707
787,33.663403,2.4959726
788,33.663403,2.495973
789,33.663403,2.4959733
790,33.663403,2.4959736
791,33.663403,2.4959736
792,33.663403,2.4959736
793,33.663403,2.4959736
794,33.663403,2.4959736
795,33.663403,2.4959736
796,33.663403,2.4959736
797,33.663403,2.4959736
798,33.663403,2.4959736
799,33.663403,2.4959736
800,33.663403,2.4959736
801,33.663403,2.4959736
802,33.663403,2.4959736
803,33.663403,2.4959736
804,33.663403,2.4959736
805,33.663403,2.4959736
806,0.26233578,0.0
807,0.20689777,0.0
808,0.21219811,0.0
809,0.2115194,0.0
810,0.21160431,0.0
811,0.21159366,0.0
812,0.211595,0.0
813,0.21159483,0.0
814,0.21159486,0.0
815,0.21159483,0.0
816,0.21159486,0.0
817,0.21159483,0.0
818,0.21159486,0.0
819,0.21159483,0.0
820,0.21159486,0.0
821,0.21159483,0.0
822,0.21159486,0.0
823,0.21159483,0.0
824,0.21159486,0.0
825,0.21159483,0.0
826,0.21159486,0.0
827,0.21159483,0.0
828,0.21159486,0.0
829,0.21159483,0.0
830,0.21159486,0.0
831,0.21159483,0.0
832,0.21159486,0.0
833,0.21159483,0.0
834,0.21159486,0.0
835,0.21159483,0.0
836,0.21159486,0.0
837,4228.3857,471.441
838,3954.1702,440.86487
839,3919.5632,437.00607
840,3915.1958,436.51907
841,3914.645,436.45764
842,3914.5752,436.4499
843,3914.5664,436.4489
844,3914.5657,436.44882
845,3914.5652,436.44876
846,3914.5652,436.44876
847,3914.5652,436.44876
848,3914.5652,436.44876
849,3914.5652,436.44876
850,3914.5652,436.44876
851,3914.5652,436.44876
852,3914.5652,436.44876
853,3914.5652,436.44876
854,3914.5652,436.44876
855,3914.5652,436.44876
856,3914.5652,436.44876
857,3914.5652,436.44876
858,3914.5652,436.44876
859,3914.5652,436.44876
860,3914.5652,436.44876
861,3914.5652,436.44876
862,3914.5652,436.44876
863,3914.5652,436.44876
864,3914.5652,436.44876
865,3914.5652,436.44876
866,3914.5652,436.44876
867,3914.5652,436.44876
868,0.21232438,0.0
869,0.18184881,0.0050056186
870,0.17996238,0.0
871,0.18173711,0.0
872,0.18170059,0.0
873,0.18170129,0.0
874,0.18170126,0.0
875,0.18170127,0.0
876,0.18170126,0.0
877,0.18170127,0.0
878,0.18170126,0.0
879,0.18170127,0.0
880,0.18170126,0.0
881,0.18170127,0.0
882,0.18170126,0.0
883,0.18170127,0.0
884,0.18170126,0.0
885,0.18170127,0.0
886,0.18170126,0.0
887,0.18170127,0.0
888,0.18170126,0.0
889,0.18170127,0.0
890,0.18170126,0.0
891,0.18170127,0.0
892,0.18170126,0.0
893,0.18170127,0.0
894,0.18170126,0.0
895,0.18170127,0.0
896,0.18170126,0.0
897,0.18170127,0.0
898,0.18170126,0.0
899,0.6721279,0.0
900,0.43778434,0.0
901,0.5204309,0.0
902,0.49160203,0.0
903,0.5016824,0.0
904,0.4981612,0.0
905,0.49939162,0.0
906,0.49896172,0.0
907,0.49911192,0.0
908,0.49905944,0.0
909,0.4990778,0.0
910,0.49907136,0.0
911,0.49907362,0.0
912,0.49907282,0.0
913,0.49907312,0.0
914,0.49907297,0.0
915,0.49907306,0.0
916,0.49907303,0.0
917,0.49907306,0.0
918,0.49907303,0.0
919,0.49907306,0.0
920,0.49907303,0.0
921,0.49907306,0.0
922,0.49907303,0.0
923,0.49907306,0.0
924,0.49907303,0.0
925,0.49907306,0.0
926,0.49907303,0.0
927,0.49907306,0.0
928,0.49907303,0.0
929,0.49907306,0.0
930,56.323875,3.2163224
931,58.027573,2.3503451
932,58.43461,2.0797038
933,58.544407,1.9949452
934,58.576347,1.9683763
935,58.58601,1.9600445
936,58.588993,1.9574305
937,58.589916,1.9566098
938,58.590214,1.9563533
939,58.5903,1.9562727
940,58.590332,1.956247
941,58.590343,1.9562393
942,58.590343,1.956237
943,58.590343,1.9562365
944,58.590343,1.956236
945,58.590343,1.956236
946,58.590343,1.956236
947,58.590343,1.956236
948,58.590343,1.956236
949,58.590343,1.956236
950,58.590343,1.956236
951,58.590343,1.956236
952,58.590343,1.956236
953,58.590343,1.956236
954,58.590343,1.956236
955,58.590343,1.956236
956,58.590343,1.956236
957,58.590343,1.956236
958,58.590343,1.956236
959,58.590343,1.956236
960,58.590343,1.956236
961,3.9671361,0.4101294
962,4.1241455,0.45032683
963,4.1427674,0.45180774
964,4.1451607,0.4520598
965,4.145465,0.4520905
966,4.145504,0.45209447
967,4.145509,0.45209497
968,4.1455097,0.45209503
969,4.1455097,0.45209503
970,4.1455097,0.45209503
971,4.1455097,0.45209503
972,4.1455097,0.45209503
973,4.1455097,0.45209503
974,4.1455097,0.45209503
975,4.1455097,0.45209503
976,4.1455097,0.45209503
977,4.1455097,0.45209503
978,4.1455097,0.45209503
979,4.1455097,0.45209503
980,4.1455097,0.45209503
981,4.1455097,0.45209503
982,4.1455097,0.45209503
983,4.1455097,0.45209503
984,4.1455097,0.45209503
985,4.1455097,0.45209503
986,4.1455097,0.45209503
987,4.1455097,0.45209503
988,4.1455097,0.45209503
989,4.1455097,0.45209503
990,4.1455097,0.45209503
991,4.1455097,0.45209503
992,0.5701164,0.0
993,0.6486622,0.0
994,0.65949076,0.0
995,0.6609838,0.0
996,0.6611897,0.0
997,0.66121805,0.0
998,0.661222,0.0
999,0.66122246,0.0
1000,0.6612225,0.0
1001,0.6612225,0.0
1002,0.6612225,0.0
1003,0.6612225,0.0
1004,0.6612225,0.0
1005,0.6612225,0.0
1006,0.6612225,0.0
1007,0.6612225,0.0
1008,0.6612225,0.0
1009,0.6612225,0.0
1010,0.6612225,0.0
1011,0.6612225,0.0
1012,0.6612225,0.0
1013,0.6612225,0.0
1014,0.6612225,0.0
1015,0.6612225,0.0
1016,0.6612225,0.0
1017,0.6612225,0.0
1018,0.6612225,0.0
1019,0.6612225,0.0
1020,0.6612225,0.0
1021,0.6612225,0.0
1022,0.6612225,0.0
1023,0.6721279,0.0
1024,0.43778434,0.0
1025,0.5204309,0.0
1026,0.49160203,0.0
1027,0.5016824,0.0
1028,0.4981612,0.0
1029,0.49939162,0.0
1030,0.49896172,0.0
1031,0.49911192,0.0
1032,0.49905944,0.0
1033,0.4990778,0.0
1034,0.49907136,0.0
1035,0.49907362,0.0
1036,0.49907282,0.0
1037,0.49907312,0.0
1038,0.49907297,0.0
1039,0.49907306,0.0
1040,0.49907303,0.0
1041,0.49907306,0.0
1042,0.49907303,0.0
1043,0.49907306,0.0
1044,0.49907303,0.0
1045,0.49907306,0.0
1046,0.49907303,0.0
1047,0.49907306,0.0
1048,0.49907303,0.0
1049,0.49907306,0.0
1050,0.49907303,0.0
1051,0.49907306,0.0
1052,0.49907303,0.0
1053,0.49907306,0.0
1054,88.94874,2.590723
1055,97.57084,2.8653011
1056,98.71368,2.9639697
1057,98.85289,2.9966831
1058,98.86577,3.0071921
1059,98.86549,3.0105228
1060,98.86479,3.0115728
1061,98.864494,3.0119042
1062,98.86439,3.0120077
1063,98.86436,3.012041
1064,98.86434,3.012051
1065,98.86434,3.012055
1066,98.86434,3.0120559
1067,98.86434,3.0120564
1068,98.86434,3.0120564
1069,98.86434,3.0120564
1070,98.86434,3.0120564
1071,98.86434,3.0120564
1072,98.86434,3.0120564
1073,98.86434,3.0120564
1074,98.86434,3.0120564
1075,98.86434,3.0120564
1076,98.86434,3.0120564
1077,98.86434,3.0120564
1078,98.86434,3.0120564
1079,98.86434,3.0120564
1080,98.86434,3.0120564
1081,98.86434,3.0120564
1082,98.86434,3.0120564
1083,98.86434,3.0120564
1084,98.86434,3.0120564
1085,1473.2213,164.22957
1086,1458.3453,162.57083
1087,1456.468,162.36151
1088,1456.2311,162.3351
1089,1456.2012,162.33176
1090,1456.1974,162.33133
1091,1456.1969,162.33128
1092,1456.1968,162.33127
1093,1456.1968,162.33127
1094,1456.1968,162.33127
1095,1456.1968,162.33127
1096,1456.1968,162.33127
1097,1456.1968,162.33127
1098,1456.1968,162.33127
1099,1456.1968,162.33127
1100,1456.1968,162.33127
1101,1456.1968,162.33127
1102,1456.1968,162.33127
1103,1456.1968,162.33127
1104,1456.1968,162.33127
1105,1456.1968,162.33127
1106,1456.1968,162.33127
1107,1456.1968,162.33127
1108,1456.1968,162.33127
1109,1456.1968,162.33127
1110,1456.1968,162.33127
